Applicant_ID,Sim_Tenure_Months,Airtime_Consistency_Score,Avg_Wallet_Inflow,Electricity_Payment_Gap_Days,Data_Voice_Ratio,Default_Status
1161,104,0.8155103832356233,3788.551251270639,25,2.2504015469865513,0
1162,86,0.24701900476884087,3850.2871508450467,21,0.9951333086545436,1
1163,91,0.19388177861669395,2750.912822132496,6,4.955036030406041,1
1164,35,0.23096393450862324,8104.772888545765,29,3.450168637379684,1
1165,65,0.8894148057086515,6165.768827268661,23,4.919880627687112,0
1166,99,0.5753703355807206,5405.588363186299,42,2.676449820580963,1
1167,101,0.5205348964067523,2545.0354745879754,29,2.2783684997152793,0
1168,47,0.19604063719211884,3822.5608669408057,43,1.6123346418670421,1
1169,78,0.6846004060812656,3036.999483464667,8,4.926074007974088,0
1170,3,0.8811996327055809,4691.352349580869,7,1.6396577125802314,0
1171,1,0.8453672823911077,3109.03911910404,38,0.6069324029812266,1
1172,5,0.6634492380827212,3494.5641293258263,14,2.80610786114815,0
1173,90,0.16775084498650628,3148.267572991568,31,2.1967272187291194,0
1174,119,0.20115732445841167,4140.3700128537885,30,1.6762212654316904,1
1175,14,0.14437808839884222,4607.137470655208,31,3.3557365241652803,1
1176,103,0.3317312948432224,4180.107083980529,5,2.1392087670402002,0
1177,27,0.22209532044434,6799.35969811744,24,2.310128997425928,1
1178,9,0.3340432362271905,5716.660356679707,29,0.6037052175231994,1
1179,79,0.44655225014706557,3325.4508021016427,14,3.150819178488759,1
1180,15,0.9486845056640221,4988.408522165133,5,1.0493196343116924,0
1181,90,0.6493384538035228,3449.008346905054,20,1.4621218650293981,0
1182,42,0.8514764071146661,3907.314107578968,15,3.727030192756872,1
1183,77,0.739316350641099,5218.795804914061,8,1.9095922678275996,0
1184,51,0.20125281747396856,5498.474985875866,39,1.2344458884727143,0
1185,63,0.7623283657365539,3618.8519785665085,17,3.0984086617811637,0
1186,96,0.34758899340321203,2842.6956198217367,25,1.4670702272207328,1
1187,103,0.6751970622952357,4631.555246586497,19,1.7194019628141726,1
1188,113,0.4068657762786897,5151.933612872916,14,3.296026894900432,0
1189,52,0.9979050369381932,3542.5667540749123,42,3.829378016137617,0
1190,96,0.33719633154710005,5724.831776348397,15,3.828468583380097,0
1191,4,0.3512174236968427,5458.9395048981605,36,2.670095353418737,1
1192,94,0.9376050300061585,3520.6934461445912,37,2.5443360995424595,1
1193,101,0.1221799641726904,6195.243278788746,24,4.044403329040659,0
1194,23,0.7270200890858772,6241.0909264762395,40,1.3686562630063268,0
1195,103,0.7527937516622903,7601.502158435437,34,1.1849110138780665,0
1196,109,0.8527407196693594,7067.639576975662,14,3.491127797132794,0
1197,15,0.9769953795746278,3146.0801662136746,19,2.342781204751649,0
1198,43,0.9780417272409871,5887.473781298701,33,3.694993072565814,0
1199,29,0.1587490818098175,5819.44394488397,5,1.654701005584562,0
1200,36,0.8396553904776123,3977.2752008656958,25,1.961923464800451,0
1201,13,0.6816789402916432,5182.3870920990485,19,4.535049421334258,1
1202,32,0.682607920935782,1683.564524664273,7,2.3974543706971465,0
1203,71,0.21551493395322532,1641.9214981605505,37,3.15929061374173,0
1204,59,0.685168449801088,1928.0370892989763,42,0.9800698735323927,1
1205,115,0.9842343225411231,5083.885382140091,23,1.3047312748674142,0
1206,86,0.9206367125855023,5154.763697880093,8,0.6614947797018991,0
1207,28,0.49521759472436544,4089.17383023837,16,2.4096686529274995,0
1208,66,0.1359531759574849,7081.753693138896,29,4.950140020227607,1
1209,42,0.4260641410001844,5980.613104363927,38,4.432429186931597,1
1210,45,0.8437512804404996,2102.5302228152536,21,3.3480901172322812,1
1211,62,0.7313491913186494,4242.038691171866,10,4.374934213808597,0
1212,57,0.5134092900345608,3090.472025728045,16,3.173762103585904,0
1213,117,0.149591381642948,5120.993803082265,19,2.15945996150362,0
1214,6,0.48420525504097234,4454.131612851943,21,1.280958804955019,0
1215,28,0.5221224457460951,3175.5324391403356,5,3.438719337921009,1
1216,28,0.9356999796047224,7041.708795791903,18,1.3687307437583542,0
1217,108,0.6769774932239435,4586.095361938116,6,2.378427877400271,1
1218,44,0.380487624989184,3875.940690794638,8,4.216108289698684,1
1219,84,0.5727864380056492,4120.290075809541,6,1.0815318615277782,0
1220,30,0.15944977703994406,6928.00206931294,30,1.080596385755578,0
1221,62,0.9753114120847631,5866.9119597510835,44,1.509810870162188,0
1222,75,0.4240539117376534,4256.4733377523235,37,2.9836278820503455,1
1223,119,0.5300806194218223,3011.8654798505668,43,1.6327556521696087,1
1224,92,0.4197555768132304,3245.7072927606305,10,2.7643907176475033,0
1225,89,0.7142605571045801,3776.786083492951,34,1.8589217497685921,1
1226,103,0.6960089424966337,5260.748638823331,26,2.778089922087825,0
1227,62,0.7437900794762221,5634.797851480066,31,1.749341520507786,0
1228,97,0.3413289066507288,3411.688261537436,23,4.9100556902385435,0
1229,1,0.38410163304765943,5701.140275057254,14,2.717230555138855,1
1230,27,0.21272610798658714,3137.0761680478545,10,3.84639545348708,0
1231,62,0.6899589746615014,3582.33951905172,30,3.652459515041923,0
1232,116,0.1358174146020873,2325.714718941808,7,2.7075171866646253,1
1233,77,0.6379141019711132,2281.038380724916,7,1.5748792775056635,0
1234,105,0.8827262963664705,3120.858958805198,10,2.798232250607892,0
1235,3,0.9017489334606702,4461.402366165971,14,3.5643723067419555,1
1236,103,0.5041339843329655,3009.0279290838143,42,2.569636717534453,1
1237,70,0.5133733193917664,6747.126542558559,17,0.8686629831323373,0
1238,72,0.16927226470721563,3101.2545205065626,42,0.5809245330113778,1
1239,27,0.7036885228987322,4775.91960375213,16,1.9754456381052732,0
1240,9,0.839133478335561,6480.364450879,31,1.1760076674199036,1
1241,62,0.32018954914424175,4638.768906410632,12,4.57785610666698,1
1242,37,0.4791707934700282,3954.126263746468,9,1.291247015382162,1
1243,97,0.8549554030887433,4720.512879830333,40,2.2742722130520474,0
1244,51,0.8894084208960592,3657.3980039090334,42,3.704348804321666,1
1245,106,0.3188619822378034,2998.7862089359596,34,4.1693974700722745,1
1246,44,0.5955135710872278,5419.059429051704,41,2.649709189301589,1
1247,24,0.27324383557224435,3625.3327843703355,33,1.3151075432377646,1
1248,79,0.1916908877256009,5905.129895295639,26,1.7190285060913388,0
1249,59,0.9200084512527618,5694.39419929037,18,2.3853580143851625,1
1250,118,0.8384567538088983,4749.474764062686,14,2.1406756519651235,0
1251,32,0.7840314116228565,5956.328833632237,15,2.0690274072634542,0
1252,96,0.14388968693182638,3683.9111729717533,39,1.0933421079049892,1
1253,88,0.8593559134392317,5675.665358482518,27,4.609896134769274,0
1254,105,0.49423966831484534,5667.859345916775,12,0.6339047288797177,0
1255,52,0.40815561096627373,4047.867766132623,25,2.4800095754408806,0
1256,113,0.5918287249228388,3855.4209163512505,41,4.91144671626389,1
1257,62,0.18221791845120025,4993.5428187412,32,3.4687577247084596,1
1258,113,0.7809818944171589,7452.36668274266,35,2.0993479867988745,0
1259,58,0.6241915691994663,4151.646808014745,32,1.1574391300392646,0
1260,52,0.2679310871858508,3823.8414400599395,31,4.837426725405924,1
1261,12,0.26940897979214107,6267.592202365166,44,0.5629386284291737,1
1262,39,0.2658237864154068,4602.198833549024,25,3.5662440677591456,1
1263,2,0.1513021487967406,5799.031597476904,13,4.460618621503973,1
1264,3,0.6290186044345163,6711.946691272682,33,0.61322220448809,1
1265,113,0.8563133598296573,1639.4641708952622,19,3.7632868884072552,0
1266,101,0.11574839258864975,4443.630612826614,37,4.994769925646307,1
1267,113,0.1441041804741462,4155.294445026339,41,3.378391108580072,1
1268,56,0.6154932490182512,3056.503848832374,40,2.3660552652952944,1
1269,81,0.8375461168474471,1622.0488637088938,32,4.434803237103269,0
1270,59,0.39406500151177026,2112.7527689589865,14,2.9938066089018274,0
1271,113,0.41465295892695,4656.553172804127,27,3.8724838105547303,0
1272,2,0.6367118477470983,3698.9459560217524,32,3.145005463183272,1
1273,2,0.3467916002117323,3297.2496196203424,38,0.6723099161957717,1
1274,92,0.12394752946991572,4641.64106957214,9,1.459152446924064,0
1275,54,0.7617056662914364,3461.779424435891,22,0.8544360829403732,0
1276,87,0.6630849216473078,6435.270958167905,10,0.9800949307245034,0
1277,101,0.6226803991500932,3568.6736412191044,27,0.5693247211463239,0
1278,96,0.7675157160926408,6757.9822799588455,32,2.395242405563688,1
1279,97,0.7077077538058337,4454.9764019281465,17,1.3039323428937428,1
1280,1,0.28529378936048905,3522.1506091874353,29,4.350634342222873,1
1281,19,0.4172329422490161,3413.152863688223,11,3.875168918932972,1
1282,2,0.2134991275107625,6770.691382696565,6,3.079296476669732,1
1283,53,0.21687131207609295,5543.750069933475,20,2.7005960540767795,0
1284,44,0.7085761717208853,3360.8727256298735,6,1.6514088825918911,0
1285,90,0.8727400962842484,4678.614852336914,40,2.6372815964374348,0
1286,32,0.9664593254750251,961.9817869794888,6,3.3855317413898485,1
1287,70,0.6655124057945,2502.5935220820074,42,4.020029870867489,1
1288,32,0.2656911910248613,3374.566996238942,14,0.8675692981681703,1
1289,119,0.19508531090403763,3337.7741045992275,18,3.688091099354975,0
1290,68,0.831565874383082,6319.5220801200085,31,3.842284445425784,1
1291,55,0.6208808287239993,1628.7199908887933,19,3.015374904161854,1
1292,75,0.6564565189123479,2358.29020637344,25,1.4644363806644056,1
1293,56,0.8033158798792384,5178.591724935554,16,2.926330643755288,1
1294,17,0.7329495049592064,4845.408469882605,37,2.7621719681688965,0
1295,38,0.851012427570487,3975.3437466279643,44,2.640695433740583,1
1296,24,0.15059251491389064,7578.733393195348,26,2.5728796196023285,1
1297,69,0.7727685730718543,5426.110637801993,42,0.9987150483118388,1
1298,116,0.8657674815898859,6334.237058484155,22,1.3230161818581414,0
1299,98,0.3575215382124829,4423.799822350328,6,0.9379943980310406,0
1300,70,0.6764025465939275,3684.626784679785,33,1.59115022450593,0
1301,86,0.38274585745327494,3701.805933903368,11,1.6856455222880284,0
1302,11,0.9621739598342086,5891.497367058805,35,1.6028413767187042,0
1303,112,0.1300812151919534,5659.122506557063,22,1.4491808068352154,1
1304,16,0.6218135594496595,4172.0878012738185,13,3.8093992046815504,0
1305,97,0.2498531923445636,5207.37608194353,12,4.1835442981915305,1
1306,73,0.7409981846594428,5943.927081025822,37,1.9719914745765643,0
1307,59,0.2583012550767959,3654.1057803265676,9,1.87308001258002,0
1308,70,0.3118449357085218,3984.906787913558,18,4.298145573886286,1
1309,80,0.5449337299411823,5169.960752483079,17,3.30765755749606,0
1310,93,0.9233514549971903,1817.009613550989,15,1.8204724615507588,0
1311,3,0.29054293493317374,5198.388263092798,24,3.71125531663962,1
1312,20,0.22981601900629317,2812.4264106790306,27,2.050667646049253,1
1313,59,0.7830791486686276,5912.480086410757,31,3.139500264539779,0
1314,36,0.5505575791005379,7721.6772408607685,19,4.966853134945107,0
1315,19,0.9206066011435943,3454.247527775647,34,1.8571746884721496,1
1316,90,0.23195310144385806,2475.534397706244,20,4.687367003187499,1
1317,67,0.6813351037207354,4230.137053797712,44,1.9429358642811416,1
1318,19,0.30959123153663354,4102.110325320344,22,2.9312901696867053,1
1319,20,0.2410843857864754,5491.085736688481,27,2.5699270531956797,1
1320,96,0.7150864736415434,4851.09196634147,40,4.024218030547713,1
1321,71,0.6343161579178599,4055.5045760269727,42,0.7749171476689767,0
1322,52,0.779344712526098,4635.920402587163,12,3.3220503683089873,1
1323,105,0.3785163188015641,2816.7713773372116,43,3.923001249569703,0
1324,33,0.5031744907439709,5743.8225650824,33,2.624651831219537,1
1325,40,0.46492450869737667,6926.941714432331,16,0.9738167294201241,1
1326,39,0.9856805175698627,2703.6042933309404,22,1.601622560681659,0
1327,82,0.36302406106544916,2131.1205338512545,23,3.5585256654538866,0
1328,104,0.36533551451209023,3896.8673598782234,40,4.529468234751418,0
1329,1,0.4190933879457467,2667.794284315013,37,2.397238731502199,1
1330,11,0.6081346731612893,2585.6734753482733,9,3.0218541578521663,1
1331,92,0.3270904698373707,2396.9722565281854,43,1.5277326652708791,0
1332,57,0.9237609463413465,4209.596405988901,32,2.3549599131659216,0
1333,89,0.33911700837963715,3882.866295515928,30,2.0155541349672115,0
1334,50,0.9062341584041752,5059.8853862027545,25,3.449864965871856,1
1335,23,0.1931275572819262,3655.4787076309976,27,4.931145282537999,1
1336,31,0.6909064321596871,2675.0353566889885,25,4.159865533935588,1
1337,94,0.9162869665944193,4474.6755301273215,15,1.3647406321678333,0
1338,42,0.2518744945584066,2912.1659364835664,43,3.099553669880451,1
1339,99,0.9714942640893295,5268.256678930787,20,0.7988527172678072,0
1340,7,0.5075950243739605,2000.665798742074,37,1.61111969079186,1
1341,16,0.951143597596922,1252.6712866319162,31,1.274979542271757,1
1342,90,0.7091380392670423,2085.340949496917,5,2.0099549193775834,0
1343,112,0.3714281828861964,3872.52087008781,20,3.554662860698961,0
1344,116,0.2694722724253958,4069.3052156551935,9,2.7472699261257203,0
1345,60,0.3733615416025895,4705.412675202156,22,4.69809166923148,1
1346,113,0.1837156683364075,3652.9464690030823,38,1.457369779318289,1
1347,2,0.2294811697089968,3230.238063344681,29,2.138941158142731,1
1348,1,0.19419439631183305,6649.911855940318,38,1.9843365955661127,1
1349,48,0.480649189367402,6253.328127850591,19,1.5618363168196847,1
1350,12,0.8160205386318278,5979.303646292288,8,4.969268461068101,0
1351,69,0.22724519879470617,4963.344439903945,8,2.242514954493745,0
1352,37,0.2172883898551023,5082.759485789149,29,4.732290412248193,1
1353,32,0.6790860545655977,3292.203171416835,17,2.257130632338453,0
1354,119,0.27746468377125966,4716.537432338149,29,1.4184125543329742,0
1355,9,0.18784903429809247,3090.1991699677783,7,1.0364284880722001,1
1356,105,0.2501637203850199,2920.090049069747,39,4.350034369289773,0
1357,99,0.9313582562890985,2073.76533113764,13,0.644439382182852,0
1358,19,0.8393241274985718,5109.107372940076,18,4.839775647526766,0
1359,48,0.41865810611958465,4745.50764334458,26,2.381860453034968,0
1360,80,0.6902386905946535,4045.672683179728,13,1.613184579879607,0
1361,3,0.5835481063012343,3849.2901193682724,28,3.278507594969131,1
1362,20,0.7094118371343076,1754.8402669236139,27,1.0981084632628384,1
1363,24,0.7144040372164834,4884.599338865758,41,0.8246550810486009,0
1364,54,0.6658606135539936,4026.6899056554626,19,4.225025083593051,0
1365,33,0.33949123168357775,5843.995815620452,40,2.4110184858139707,1
1366,24,0.13510577868653634,4719.317033846379,18,2.832147104470394,1
1367,116,0.5100101037910979,5558.675827806047,24,1.295132039937792,1
1368,75,0.9018764962216335,4489.13940210878,43,0.7764091003712403,1
1369,113,0.6125475326667184,4772.516808233392,40,2.1549925969333104,0
1370,72,0.8491519375317171,5896.689416531759,31,2.777658135710402,1
1371,36,0.9924619086651053,4211.4161034923845,21,3.9444377984511254,0
1372,38,0.24725458372444864,5207.782332302246,30,2.7547340010595853,0
1373,104,0.7225998752277841,3834.7133777993995,8,4.021281579586564,0
1374,84,0.7068642163300222,4303.339635563249,7,1.0194475085344123,0
1375,99,0.9819599026224506,6890.285997914223,23,0.7878324741977822,0
1376,112,0.9870406605575203,5460.760022935639,44,1.2148743386455323,1
1377,89,0.7180107505517165,3687.81163709453,43,3.9740545709992787,1
1378,99,0.31925331278397484,5134.378740340879,11,3.9169860387741564,0
1379,25,0.8187002543175391,2580.028089561307,40,1.1361551202978866,0
1380,93,0.19632622078993428,4168.211678071152,23,0.6394489621280589,0
1381,18,0.8026293737544659,3069.8635487662455,16,3.5837687129547433,0
1382,110,0.9191765117302267,5177.859296450005,24,4.348768024593399,0
1383,82,0.44455005529159175,4216.602642497709,42,3.89348462979582,0
1384,66,0.6675717654847724,4925.217713364763,16,1.4125954127678517,0
1385,54,0.48712845888714373,5661.26927781484,33,3.1269555375140103,1
1386,35,0.4939885494893156,3809.6786113844255,34,3.9081457428149355,1
1387,80,0.3793338001973081,3863.273525198756,24,1.651229170461678,0
1388,61,0.7859166584052921,4444.444229101298,8,2.8747436061625384,1
1389,41,0.9425589077498546,3209.255588406805,6,1.9150718178819663,0
1390,100,0.946675773311015,4483.180517726565,34,1.515089377971595,0
1391,33,0.25730315638744045,4562.344188950333,27,4.863151970468836,1
1392,68,0.8872692846909094,4843.410322746821,10,4.6066188217411685,0
1393,33,0.7636882972844099,5129.325662870869,22,2.5055047892816917,1
1394,14,0.32755366062126035,2095.3256161046943,26,1.1155012747878938,0
1395,21,0.1605561516293631,2572.317752153066,41,3.775582864942919,1
1396,48,0.3411975401959402,2749.2236192285077,8,1.6506550855769913,0
1397,20,0.9209874131033731,4638.912001839742,15,1.2583301262714253,1
1398,8,0.669860807406195,4073.436211379009,39,2.2168805798218307,1
